task_id,task_type,zone,created_at,sla_tier,sla_deadline,status,duration_mins,dwell_time_mins,completed_at,appointment_id,assigned_worker,priority_score
TSK-0002450,putaway,D,2026-03-07 23:15,critical,2026-03-08 01:15,completed,12,26,2026-03-07 23:41,APT-000698,WKR-055,
TSK-0002451,pick,B,2026-03-07 22:30,critical,2026-03-08 00:30,completed,8,16,2026-03-07 22:46,APT-000698,WKR-058,
TSK-0002452,replenishment,D,2026-03-07 22:58,standard,2026-03-08 06:58,completed,11,33,2026-03-07 23:31,APT-000698,WKR-055,
TSK-0002453,QC,A,2026-03-07 11:38,standard,2026-03-07 19:38,completed,16,37,2026-03-07 12:15,APT-000699,WKR-025,
TSK-0002454,QC,B,2026-03-07 10:26,urgent,2026-03-07 14:26,completed,19,39,2026-03-07 11:05,APT-000699,WKR-005,
TSK-0002455,putaway,D,2026-03-07 10:39,standard,2026-03-07 18:39,completed,4,21,2026-03-07 11:00,APT-000699,WKR-026,
TSK-0002456,putaway,D,2026-03-07 10:21,economy,2026-03-08 10:21,completed,11,16,2026-03-07 10:37,APT-000699,WKR-030,
TSK-0002457,putaway,D,2026-03-07 11:59,standard,2026-03-07 19:59,completed,20,24,2026-03-07 12:23,APT-000699,WKR-013,
TSK-0002458,replenishment,A,2026-03-07 11:10,standard,2026-03-07 19:10,completed,17,32,2026-03-07 11:42,APT-000700,WKR-026,
TSK-0002459,putaway,A,2026-03-07 12:13,standard,2026-03-07 20:13,completed,11,24,2026-03-07 12:37,APT-000700,WKR-028,
TSK-0002460,unload,A,2026-03-07 10:47,critical,2026-03-07 12:47,completed,14,15,2026-03-07 11:02,APT-000701,WKR-031,
TSK-0002461,pick,D,2026-03-07 12:08,standard,2026-03-07 20:08,completed,10,13,2026-03-07 12:21,APT-000701,WKR-039,
TSK-0002462,putaway,A,2026-03-07 10:23,standard,2026-03-07 18:23,completed,13,21,2026-03-07 10:44,APT-000701,WKR-020,
TSK-0002463,putaway,A,2026-03-07 11:16,standard,2026-03-07 19:16,completed,18,38,2026-03-07 11:54,APT-000701,WKR-023,
TSK-0002464,unload,A,2026-03-07 10:22,urgent,2026-03-07 14:22,completed,22,23,2026-03-07 10:45,APT-000701,WKR-048,
TSK-0002465,pick,A,2026-03-07 12:26,urgent,2026-03-07 16:26,completed,9,30,2026-03-07 12:56,APT-000702,WKR-001,
TSK-0002466,unload,D,2026-03-07 13:10,standard,2026-03-07 21:10,completed,18,38,2026-03-07 13:48,APT-000702,WKR-023,
TSK-0002467,putaway,D,2026-03-07 18:52,standard,2026-03-08 02:52,completed,7,14,2026-03-07 19:06,APT-000703,WKR-004,
TSK-0002468,putaway,D,2026-03-07 19:07,economy,2026-03-08 19:07,completed,7,16,2026-03-07 19:23,APT-000703,WKR-038,
TSK-0002469,putaway,C,2026-03-07 18:31,urgent,2026-03-07 22:31,completed,9,27,2026-03-07 18:58,APT-000704,WKR-019,
TSK-0002470,putaway,C,2026-03-07 19:17,standard,2026-03-08 03:17,completed,7,29,2026-03-07 19:46,APT-000704,WKR-003,
TSK-0002471,unload,C,2026-03-07 20:14,urgent,2026-03-08 00:14,completed,25,28,2026-03-07 20:42,APT-000704,WKR-054,
TSK-0002472,putaway,C,2026-03-07 19:40,standard,2026-03-08 03:40,completed,17,20,2026-03-07 20:00,APT-000704,WKR-020,
TSK-0002473,QC,D,2026-03-07 19:06,standard,2026-03-08 03:06,completed,15,18,2026-03-07 19:24,APT-000704,WKR-024,
TSK-0002474,pick,D,2026-03-07 09:54,standard,2026-03-07 17:54,completed,6,25,2026-03-07 10:19,APT-000705,WKR-038,
TSK-0002475,unload,A,2026-03-07 09:49,standard,2026-03-07 17:49,completed,38,62,2026-03-07 10:51,APT-000705,WKR-015,
TSK-0002476,pick,B,2026-03-07 09:23,standard,2026-03-07 17:23,completed,10,28,2026-03-07 09:51,APT-000705,WKR-021,
TSK-0002477,unload,A,2026-03-07 09:03,standard,2026-03-07 17:03,completed,21,42,2026-03-07 09:45,APT-000705,WKR-017,
TSK-0002478,pick,D,2026-03-07 09:03,economy,2026-03-08 09:03,completed,9,23,2026-03-07 09:26,APT-000705,WKR-025,
TSK-0002479,pick,D,2026-03-07 16:23,economy,2026-03-08 16:23,completed,9,25,2026-03-07 16:48,APT-000706,WKR-017,
TSK-0002480,pick,A,2026-03-07 15:01,standard,2026-03-07 23:01,exception,10,168,,APT-000706,WKR-047,
TSK-0002481,putaway,C,2026-03-07 09:04,standard,2026-03-07 17:04,completed,3,22,2026-03-07 09:26,APT-000707,WKR-052,
TSK-0002482,pick,D,2026-03-07 09:09,urgent,2026-03-07 13:09,completed,11,21,2026-03-07 09:30,APT-000707,WKR-028,
TSK-0002483,putaway,B,2026-03-07 12:20,standard,2026-03-07 20:20,completed,13,20,2026-03-07 12:40,APT-000708,WKR-048,
TSK-0002484,pick,C,2026-03-07 11:02,standard,2026-03-07 19:02,completed,6,26,2026-03-07 11:28,APT-000708,WKR-009,
TSK-0002485,cycle-count,A,2026-03-07 12:38,standard,2026-03-07 20:38,pending,14,97,,APT-000708,WKR-059,
TSK-0002486,QC,A,2026-03-07 11:49,standard,2026-03-07 19:49,completed,18,32,2026-03-07 12:21,APT-000708,WKR-046,
TSK-0002487,pick,C,2026-03-07 11:37,critical,2026-03-07 13:37,completed,10,30,2026-03-07 12:07,APT-000708,WKR-001,
TSK-0002488,pick,C,2026-03-07 16:40,urgent,2026-03-07 20:40,completed,11,23,2026-03-07 17:03,APT-000709,WKR-014,
TSK-0002489,putaway,B,2026-03-07 15:48,standard,2026-03-07 23:48,completed,15,18,2026-03-07 16:06,APT-000709,WKR-002,
TSK-0002490,putaway,B,2026-03-07 16:22,standard,2026-03-08 00:22,exception,8,224,,APT-000709,WKR-042,
TSK-0002491,unload,B,2026-03-07 15:53,standard,2026-03-07 23:53,completed,13,24,2026-03-07 16:17,APT-000709,WKR-014,
TSK-0002492,replenishment,C,2026-03-08 14:14,urgent,2026-03-08 18:14,completed,14,26,2026-03-08 14:40,APT-000710,WKR-033,
TSK-0002493,pick,C,2026-03-08 15:20,standard,2026-03-08 23:20,completed,13,14,2026-03-08 15:34,APT-000710,WKR-012,
TSK-0002494,pick,A,2026-03-08 14:10,economy,2026-03-09 14:10,completed,4,13,2026-03-08 14:23,APT-000710,WKR-014,
TSK-0002495,replenishment,C,2026-03-08 15:30,urgent,2026-03-08 19:30,completed,10,16,2026-03-08 15:46,APT-000710,WKR-009,
TSK-0002496,cycle-count,D,2026-03-08 15:18,economy,2026-03-09 15:18,completed,20,24,2026-03-08 15:42,APT-000710,WKR-004,
TSK-0002497,pick,A,2026-03-08 13:40,standard,2026-03-08 21:40,completed,13,19,2026-03-08 13:59,APT-000711,WKR-040,
TSK-0002498,replenishment,B,2026-03-08 15:20,economy,2026-03-09 15:20,completed,17,33,2026-03-08 15:53,APT-000711,WKR-002,
TSK-0002499,pick,B,2026-03-08 14:59,standard,2026-03-08 22:59,completed,7,27,2026-03-08 15:26,APT-000711,WKR-044,
TSK-0002500,pick,B,2026-03-08 15:09,economy,2026-03-09 15:09,completed,6,26,2026-03-08 15:35,APT-000712,WKR-037,
TSK-0002501,cycle-count,B,2026-03-08 14:33,standard,2026-03-08 22:33,pending,23,18,,APT-000712,WKR-052,
TSK-0002502,QC,B,2026-03-08 15:40,critical,2026-03-08 17:40,completed,12,33,2026-03-08 16:13,APT-000712,WKR-058,
TSK-0002503,putaway,A,2026-03-08 14:02,standard,2026-03-08 22:02,completed,14,15,2026-03-08 14:17,APT-000712,WKR-033,
TSK-0002504,cycle-count,B,2026-03-08 12:39,critical,2026-03-08 14:39,completed,23,35,2026-03-08 13:14,APT-000713,WKR-003,
TSK-0002505,QC,C,2026-03-08 13:33,standard,2026-03-08 21:33,completed,25,49,2026-03-08 14:22,APT-000713,WKR-051,
TSK-0002506,pick,A,2026-03-08 12:01,economy,2026-03-09 12:01,completed,13,28,2026-03-08 12:29,APT-000713,WKR-026,
TSK-0002507,cycle-count,C,2026-03-08 13:42,urgent,2026-03-08 17:42,completed,17,41,2026-03-08 14:23,APT-000713,WKR-006,
TSK-0002508,unload,A,2026-03-08 12:10,economy,2026-03-09 12:10,completed,37,45,2026-03-08 12:55,APT-000713,WKR-041,
TSK-0002509,replenishment,C,2026-03-08 07:04,standard,2026-03-08 15:04,completed,19,35,2026-03-08 07:39,APT-000714,WKR-036,
TSK-0002510,cycle-count,A,2026-03-08 08:52,urgent,2026-03-08 12:52,completed,13,35,2026-03-08 09:27,APT-000714,WKR-012,
TSK-0002511,putaway,B,2026-03-08 07:41,standard,2026-03-08 15:41,completed,17,42,2026-03-08 08:23,APT-000714,WKR-031,
TSK-0002512,unload,B,2026-03-08 14:04,standard,2026-03-08 22:04,completed,36,37,2026-03-08 14:41,APT-000715,WKR-016,
TSK-0002513,putaway,B,2026-03-08 13:18,standard,2026-03-08 21:18,completed,18,43,2026-03-08 14:01,APT-000715,WKR-011,
TSK-0002514,replenishment,B,2026-03-08 13:21,economy,2026-03-09 13:21,completed,17,32,2026-03-08 13:53,APT-000715,WKR-008,
TSK-0002515,putaway,B,2026-03-08 12:45,standard,2026-03-08 20:45,completed,12,20,2026-03-08 13:05,APT-000715,WKR-029,
TSK-0002516,putaway,C,2026-03-08 16:13,standard,2026-03-09 00:13,completed,13,24,2026-03-08 16:37,APT-000716,WKR-005,
TSK-0002517,pick,D,2026-03-08 14:22,urgent,2026-03-08 18:22,pending,3,103,,APT-000716,WKR-018,
TSK-0002518,QC,A,2026-03-08 16:49,critical,2026-03-08 18:49,completed,22,31,2026-03-08 17:20,APT-000717,WKR-042,
TSK-0002519,replenishment,B,2026-03-08 16:30,standard,2026-03-09 00:30,completed,21,21,2026-03-08 16:51,APT-000717,WKR-049,
TSK-0002520,pick,A,2026-03-08 11:00,critical,2026-03-08 13:00,completed,11,23,2026-03-08 11:23,APT-000718,WKR-051,
TSK-0002521,replenishment,A,2026-03-08 12:02,standard,2026-03-08 20:02,completed,15,15,2026-03-08 12:17,APT-000718,WKR-020,
TSK-0002522,pick,B,2026-03-09 18:17,urgent,2026-03-09 22:17,completed,10,32,2026-03-09 18:49,APT-000719,WKR-052,
TSK-0002523,unload,D,2026-03-09 16:35,urgent,2026-03-09 20:35,completed,23,48,2026-03-09 17:23,APT-000719,WKR-052,
TSK-0002524,replenishment,D,2026-03-09 17:52,economy,2026-03-10 17:52,completed,22,44,2026-03-09 18:36,APT-000719,WKR-031,
TSK-0002525,unload,B,2026-03-09 08:17,standard,2026-03-09 16:17,completed,37,40,2026-03-09 08:57,APT-000720,WKR-005,
TSK-0002526,putaway,B,2026-03-09 08:54,critical,2026-03-09 10:54,completed,16,39,2026-03-09 09:33,APT-000720,WKR-060,
TSK-0002527,putaway,B,2026-03-09 07:57,standard,2026-03-09 15:57,completed,11,15,2026-03-09 08:12,APT-000720,WKR-060,
TSK-0002528,replenishment,A,2026-03-09 08:13,standard,2026-03-09 16:13,completed,11,31,2026-03-09 08:44,APT-000720,WKR-034,
TSK-0002529,pick,C,2026-03-09 09:42,urgent,2026-03-09 13:42,completed,3,19,2026-03-09 10:01,APT-000720,WKR-044,
TSK-0002530,putaway,C,2026-03-09 12:12,standard,2026-03-09 20:12,completed,17,26,2026-03-09 12:38,APT-000721,WKR-038,
TSK-0002531,cycle-count,B,2026-03-09 12:47,economy,2026-03-10 12:47,completed,22,38,2026-03-09 13:25,APT-000721,WKR-015,
TSK-0002532,cycle-count,A,2026-03-09 11:50,critical,2026-03-09 13:50,exception,22,300,,APT-000721,WKR-004,
TSK-0002533,pick,A,2026-03-09 15:19,urgent,2026-03-09 19:19,completed,5,8,2026-03-09 15:27,APT-000722,WKR-053,
TSK-0002534,putaway,C,2026-03-09 15:26,economy,2026-03-10 15:26,completed,13,28,2026-03-09 15:54,APT-000722,WKR-060,
TSK-0002535,pick,A,2026-03-09 17:00,economy,2026-03-10 17:00,completed,9,25,2026-03-09 17:25,APT-000722,WKR-031,
TSK-0002536,QC,B,2026-03-09 23:33,economy,2026-03-10 23:33,completed,12,15,2026-03-09 23:48,APT-000723,WKR-048,
TSK-0002537,QC,C,2026-03-09 22:37,urgent,2026-03-10 02:37,completed,12,23,2026-03-09 23:00,APT-000723,WKR-027,
TSK-0002538,putaway,A,2026-03-09 22:48,standard,2026-03-10 06:48,completed,17,24,2026-03-09 23:12,APT-000723,WKR-045,
TSK-0002539,unload,A,2026-03-09 13:30,urgent,2026-03-09 17:30,pending,28,34,,APT-000724,WKR-053,
TSK-0002540,pick,C,2026-03-09 13:11,standard,2026-03-09 21:11,pending,10,162,,APT-000724,WKR-038,
TSK-0002541,unload,A,2026-03-09 13:40,economy,2026-03-10 13:40,completed,24,35,2026-03-09 14:15,APT-000724,WKR-039,
TSK-0002542,pick,D,2026-03-09 15:07,urgent,2026-03-09 19:07,completed,11,27,2026-03-09 15:34,APT-000725,WKR-058,
TSK-0002543,pick,B,2026-03-09 15:31,economy,2026-03-10 15:31,completed,8,17,2026-03-09 15:48,APT-000725,WKR-001,
TSK-0002544,unload,A,2026-03-09 15:35,economy,2026-03-10 15:35,completed,25,38,2026-03-09 16:13,APT-000725,WKR-007,
TSK-0002545,pick,B,2026-03-09 14:28,standard,2026-03-09 22:28,completed,9,13,2026-03-09 14:41,APT-000725,WKR-054,
TSK-0002546,unload,C,2026-03-09 18:00,economy,2026-03-10 18:00,exception,25,296,,APT-000726,WKR-038,
TSK-0002547,pick,C,2026-03-09 18:45,standard,2026-03-10 02:45,pending,4,30,,APT-000726,WKR-041,
TSK-0002548,putaway,C,2026-03-09 18:37,urgent,2026-03-09 22:37,completed,17,19,2026-03-09 18:56,APT-000726,WKR-037,
TSK-0002549,pick,A,2026-03-09 17:46,standard,2026-03-10 01:46,completed,13,35,2026-03-09 18:21,APT-000726,WKR-019,
TSK-0002550,pick,C,2026-03-09 15:33,economy,2026-03-10 15:33,completed,9,19,2026-03-09 15:52,APT-000727,WKR-031,
TSK-0002551,pick,D,2026-03-09 15:27,urgent,2026-03-09 19:27,completed,6,25,2026-03-09 15:52,APT-000727,WKR-011,
TSK-0002552,unload,A,2026-03-09 19:07,economy,2026-03-10 19:07,completed,32,57,2026-03-09 20:04,APT-000728,WKR-044,
TSK-0002553,cycle-count,D,2026-03-09 20:18,standard,2026-03-10 04:18,completed,22,46,2026-03-09 21:04,APT-000728,WKR-046,
TSK-0002554,cycle-count,B,2026-03-09 21:43,standard,2026-03-10 05:43,completed,26,26,2026-03-09 22:09,APT-000729,WKR-015,
TSK-0002555,putaway,D,2026-03-09 20:05,standard,2026-03-10 04:05,completed,7,22,2026-03-09 20:27,APT-000729,WKR-035,
TSK-0002556,putaway,D,2026-03-09 20:40,standard,2026-03-10 04:40,completed,7,17,2026-03-09 20:57,APT-000729,WKR-024,
TSK-0002557,cycle-count,A,2026-03-09 20:44,economy,2026-03-10 20:44,completed,33,46,2026-03-09 21:30,APT-000729,WKR-004,
TSK-0002558,QC,A,2026-03-09 20:01,critical,2026-03-09 22:01,completed,9,27,2026-03-09 20:28,APT-000729,WKR-054,
TSK-0002559,pick,D,2026-03-09 19:44,urgent,2026-03-09 23:44,completed,8,11,2026-03-09 19:55,APT-000730,WKR-038,
TSK-0002560,cycle-count,A,2026-03-09 18:29,standard,2026-03-10 02:29,completed,21,44,2026-03-09 19:13,APT-000730,WKR-050,
TSK-0002561,unload,B,2026-03-09 19:32,standard,2026-03-10 03:32,completed,18,32,2026-03-09 20:04,APT-000730,WKR-018,
TSK-0002562,QC,C,2026-03-09 18:54,standard,2026-03-10 02:54,pending,13,154,,APT-000730,WKR-047,
TSK-0002563,pick,A,2026-03-09 19:08,critical,2026-03-09 21:08,completed,9,17,2026-03-09 19:25,APT-000730,WKR-035,
TSK-0002564,putaway,B,2026-03-09 22:42,economy,2026-03-10 22:42,completed,10,11,2026-03-09 22:53,APT-000731,WKR-051,
TSK-0002565,unload,B,2026-03-09 22:19,urgent,2026-03-10 02:19,completed,26,26,2026-03-09 22:45,APT-000731,WKR-057,
TSK-0002566,replenishment,A,2026-03-09 21:04,standard,2026-03-10 05:04,completed,9,15,2026-03-09 21:19,APT-000731,WKR-004,
TSK-0002567,QC,C,2026-03-09 22:32,standard,2026-03-10 06:32,pending,8,14,,APT-000731,WKR-038,
TSK-0002568,unload,B,2026-03-09 22:05,standard,2026-03-10 06:05,completed,26,26,2026-03-09 22:31,APT-000731,WKR-032,
TSK-0002569,putaway,D,2026-03-09 14:56,urgent,2026-03-09 18:56,completed,17,18,2026-03-09 15:14,APT-000732,WKR-028,
TSK-0002570,cycle-count,A,2026-03-09 13:59,standard,2026-03-09 21:59,completed,16,40,2026-03-09 14:39,APT-000732,WKR-040,
TSK-0002571,pick,A,2026-03-09 12:10,critical,2026-03-09 14:10,pending,7,127,,APT-000733,WKR-042,
TSK-0002572,putaway,D,2026-03-09 11:20,standard,2026-03-09 19:20,completed,13,22,2026-03-09 11:42,APT-000733,WKR-037,
TSK-0002573,replenishment,B,2026-03-09 12:57,urgent,2026-03-09 16:57,completed,11,12,2026-03-09 13:09,APT-000733,WKR-010,
TSK-0002574,unload,D,2026-03-09 11:52,urgent,2026-03-09 15:52,completed,3,7,2026-03-09 11:59,APT-000733,WKR-050,
TSK-0002575,unload,D,2026-03-09 11:08,standard,2026-03-09 19:08,completed,30,54,2026-03-09 12:02,APT-000733,WKR-048,
TSK-0002576,putaway,C,2026-03-09 07:27,economy,2026-03-10 07:27,completed,10,31,2026-03-09 07:58,APT-000734,WKR-032,
TSK-0002577,pick,D,2026-03-09 07:55,standard,2026-03-09 15:55,completed,10,20,2026-03-09 08:15,APT-000734,WKR-054,
TSK-0002578,pick,C,2026-03-09 08:08,standard,2026-03-09 16:08,completed,9,31,2026-03-09 08:39,APT-000734,WKR-019,
TSK-0002579,putaway,C,2026-03-09 07:59,standard,2026-03-09 15:59,completed,11,17,2026-03-09 08:16,APT-000734,WKR-038,
TSK-0002580,unload,C,2026-03-09 08:33,economy,2026-03-10 08:33,completed,24,37,2026-03-09 09:10,APT-000734,WKR-010,
TSK-0002581,pick,B,2026-03-09 16:57,standard,2026-03-10 00:57,completed,5,9,2026-03-09 17:06,APT-000735,WKR-009,
TSK-0002582,putaway,D,2026-03-09 16:08,standard,2026-03-10 00:08,completed,10,34,2026-03-09 16:42,APT-000735,WKR-024,
TSK-0002583,pick,B,2026-03-09 16:52,standard,2026-03-10 00:52,completed,12,36,2026-03-09 17:28,APT-000735,WKR-019,
TSK-0002584,QC,B,2026-03-09 16:33,standard,2026-03-10 00:33,pending,11,53,,APT-000735,WKR-019,
TSK-0002585,pick,A,2026-03-09 10:14,standard,2026-03-09 18:14,completed,11,18,2026-03-09 10:32,APT-000736,WKR-020,
TSK-0002586,unload,A,2026-03-09 11:38,standard,2026-03-09 19:38,exception,15,165,,APT-000736,WKR-033,
TSK-0002587,putaway,A,2026-03-09 10:10,standard,2026-03-09 18:10,completed,19,37,2026-03-09 10:47,APT-000736,WKR-058,
TSK-0002588,cycle-count,C,2026-03-09 11:06,urgent,2026-03-09 15:06,completed,20,26,2026-03-09 11:32,APT-000736,WKR-043,
TSK-0002589,putaway,A,2026-03-09 10:42,standard,2026-03-09 18:42,completed,13,14,2026-03-09 10:56,APT-000736,WKR-034,
TSK-0002590,replenishment,C,2026-03-09 18:20,critical,2026-03-09 20:20,pending,20,140,,APT-000737,WKR-021,
TSK-0002591,replenishment,B,2026-03-09 18:15,urgent,2026-03-09 22:15,completed,20,42,2026-03-09 18:57,APT-000737,WKR-050,
TSK-0002592,putaway,A,2026-03-09 18:07,urgent,2026-03-09 22:07,completed,13,17,2026-03-09 18:24,APT-000737,WKR-052,
TSK-0002593,unload,A,2026-03-09 17:58,urgent,2026-03-09 21:58,completed,29,37,2026-03-09 18:35,APT-000737,WKR-014,
TSK-0002594,QC,A,2026-03-09 17:39,standard,2026-03-10 01:39,completed,18,35,2026-03-09 18:14,APT-000737,WKR-018,
TSK-0002595,unload,D,2026-03-09 16:20,standard,2026-03-10 00:20,completed,24,46,2026-03-09 17:06,APT-000738,WKR-053,
TSK-0002596,unload,D,2026-03-09 15:37,standard,2026-03-09 23:37,completed,14,28,2026-03-09 16:05,APT-000738,WKR-004,
TSK-0002597,QC,A,2026-03-09 16:49,urgent,2026-03-09 20:49,completed,14,25,2026-03-09 17:14,APT-000738,WKR-013,
TSK-0002598,QC,D,2026-03-09 17:01,urgent,2026-03-09 21:01,exception,11,155,,APT-000738,WKR-015,
TSK-0002599,cycle-count,A,2026-03-09 10:07,economy,2026-03-10 10:07,completed,27,37,2026-03-09 10:44,APT-000739,WKR-028,
TSK-0002600,unload,D,2026-03-09 10:03,standard,2026-03-09 18:03,exception,24,228,,APT-000739,WKR-030,
TSK-0002601,QC,D,2026-03-09 09:28,urgent,2026-03-09 13:28,completed,6,25,2026-03-09 09:53,APT-000739,WKR-017,
TSK-0002602,pick,A,2026-03-09 09:50,economy,2026-03-10 09:50,completed,5,16,2026-03-09 10:06,APT-000739,WKR-029,
TSK-0002603,pick,B,2026-03-09 10:01,urgent,2026-03-09 14:01,completed,8,25,2026-03-09 10:26,APT-000739,WKR-043,
TSK-0002604,putaway,C,2026-03-09 19:46,urgent,2026-03-09 23:46,completed,14,24,2026-03-09 20:10,APT-000740,WKR-049,
TSK-0002605,pick,D,2026-03-09 19:28,urgent,2026-03-09 23:28,pending,4,29,,APT-000740,WKR-060,
TSK-0002606,cycle-count,A,2026-03-09 19:46,economy,2026-03-10 19:46,completed,18,39,2026-03-09 20:25,APT-000740,WKR-053,
TSK-0002607,putaway,C,2026-03-09 18:38,standard,2026-03-10 02:38,completed,9,16,2026-03-09 18:54,APT-000740,WKR-049,
TSK-0002608,cycle-count,A,2026-03-10 08:54,standard,2026-03-10 16:54,completed,22,26,2026-03-10 09:20,APT-000741,WKR-060,
TSK-0002609,pick,A,2026-03-10 09:30,standard,2026-03-10 17:30,completed,12,27,2026-03-10 09:57,APT-000741,WKR-039,
TSK-0002610,unload,B,2026-03-10 12:36,standard,2026-03-10 20:36,completed,26,33,2026-03-10 13:09,APT-000742,WKR-018,
TSK-0002611,pick,B,2026-03-10 12:31,urgent,2026-03-10 16:31,exception,6,221,,APT-000742,WKR-029,
TSK-0002612,unload,B,2026-03-10 12:35,urgent,2026-03-10 16:35,completed,13,21,2026-03-10 12:56,APT-000742,WKR-033,
TSK-0002613,cycle-count,C,2026-03-10 14:33,urgent,2026-03-10 18:33,completed,34,47,2026-03-10 15:20,APT-000743,WKR-008,
TSK-0002614,cycle-count,A,2026-03-10 14:13,standard,2026-03-10 22:13,completed,15,29,2026-03-10 14:42,APT-000743,WKR-032,
TSK-0002615,putaway,D,2026-03-10 11:17,economy,2026-03-11 11:17,pending,10,62,,APT-000744,WKR-017,
TSK-0002616,QC,D,2026-03-10 10:17,economy,2026-03-11 10:17,completed,18,36,2026-03-10 10:53,APT-000744,WKR-053,
TSK-0002617,pick,D,2026-03-10 11:31,standard,2026-03-10 19:31,pending,6,176,,APT-000744,WKR-048,
TSK-0002618,pick,C,2026-03-10 10:49,urgent,2026-03-10 14:49,completed,7,12,2026-03-10 11:01,APT-000745,WKR-033,
TSK-0002619,QC,B,2026-03-10 10:56,urgent,2026-03-10 14:56,completed,23,31,2026-03-10 11:27,APT-000745,WKR-029,
TSK-0002620,putaway,A,2026-03-10 10:53,standard,2026-03-10 18:53,completed,12,33,2026-03-10 11:26,APT-000745,WKR-010,
TSK-0002621,pick,C,2026-03-10 10:44,critical,2026-03-10 12:44,completed,3,11,2026-03-10 10:55,APT-000745,WKR-036,
TSK-0002622,pick,D,2026-03-10 08:20,standard,2026-03-10 16:20,completed,8,33,2026-03-10 08:53,APT-000746,WKR-055,
TSK-0002623,unload,C,2026-03-10 08:20,economy,2026-03-11 08:20,completed,22,39,2026-03-10 08:59,APT-000746,WKR-012,
TSK-0002624,pick,C,2026-03-10 08:36,economy,2026-03-11 08:36,completed,5,24,2026-03-10 09:00,APT-000746,WKR-039,
TSK-0002625,pick,A,2026-03-10 13:59,urgent,2026-03-10 17:59,completed,10,28,2026-03-10 14:27,APT-000747,WKR-008,
TSK-0002626,putaway,D,2026-03-10 14:37,standard,2026-03-10 22:37,completed,10,24,2026-03-10 15:01,APT-000747,WKR-043,
TSK-0002627,replenishment,C,2026-03-10 14:44,critical,2026-03-10 16:44,exception,18,256,,APT-000747,WKR-026,
TSK-0002628,putaway,D,2026-03-10 13:41,standard,2026-03-10 21:41,completed,13,20,2026-03-10 14:01,APT-000747,WKR-034,
TSK-0002629,replenishment,B,2026-03-10 14:41,standard,2026-03-10 22:41,completed,16,30,2026-03-10 15:11,APT-000747,WKR-019,
TSK-0002630,pick,C,2026-03-10 22:03,economy,2026-03-11 22:03,completed,8,20,2026-03-10 22:23,APT-000748,WKR-021,
TSK-0002631,pick,D,2026-03-10 21:17,economy,2026-03-11 21:17,completed,8,25,2026-03-10 21:42,APT-000748,WKR-053,
TSK-0002632,pick,A,2026-03-10 21:34,standard,2026-03-11 05:34,completed,8,13,2026-03-10 21:47,APT-000748,WKR-022,
TSK-0002633,putaway,A,2026-03-10 21:31,critical,2026-03-10 23:31,pending,16,147,,APT-000748,WKR-055,
TSK-0002634,putaway,A,2026-03-10 12:57,standard,2026-03-10 20:57,completed,11,27,2026-03-10 13:24,APT-000749,WKR-003,
TSK-0002635,pick,D,2026-03-10 11:36,standard,2026-03-10 19:36,completed,8,10,2026-03-10 11:46,APT-000749,WKR-001,
TSK-0002636,putaway,A,2026-03-10 12:53,standard,2026-03-10 20:53,completed,9,30,2026-03-10 13:23,APT-000749,WKR-036,
TSK-0002637,pick,B,2026-03-10 11:38,economy,2026-03-11 11:38,completed,3,6,2026-03-10 11:44,APT-000749,WKR-021,
TSK-0002638,putaway,B,2026-03-10 17:34,urgent,2026-03-10 21:34,completed,8,32,2026-03-10 18:06,APT-000750,WKR-008,
TSK-0002639,putaway,B,2026-03-10 16:30,economy,2026-03-11 16:30,exception,17,256,,APT-000750,WKR-007,
TSK-0002640,putaway,B,2026-03-10 16:36,critical,2026-03-10 18:36,completed,16,37,2026-03-10 17:13,APT-000750,WKR-055,
TSK-0002641,unload,B,2026-03-10 16:35,standard,2026-03-11 00:35,completed,19,19,2026-03-10 16:54,APT-000750,WKR-032,
TSK-0002642,putaway,B,2026-03-10 18:10,urgent,2026-03-10 22:10,pending,10,13,,APT-000750,WKR-056,
TSK-0002643,pick,C,2026-03-10 14:01,standard,2026-03-10 22:01,completed,9,24,2026-03-10 14:25,APT-000751,WKR-001,
TSK-0002644,pick,C,2026-03-10 14:01,urgent,2026-03-10 18:01,completed,9,25,2026-03-10 14:26,APT-000751,WKR-037,
TSK-0002645,unload,A,2026-03-10 13:03,standard,2026-03-10 21:03,completed,39,57,2026-03-10 14:00,APT-000751,WKR-009,
TSK-0002646,pick,B,2026-03-10 15:20,urgent,2026-03-10 19:20,completed,10,11,2026-03-10 15:31,APT-000752,WKR-058,
TSK-0002647,putaway,A,2026-03-10 14:44,economy,2026-03-11 14:44,completed,12,25,2026-03-10 15:09,APT-000752,WKR-002,
TSK-0002648,QC,D,2026-03-10 15:01,urgent,2026-03-10 19:01,completed,17,40,2026-03-10 15:41,APT-000752,WKR-037,
TSK-0002649,putaway,B,2026-03-10 07:56,standard,2026-03-10 15:56,completed,12,30,2026-03-10 08:26,APT-000753,WKR-022,
TSK-0002650,putaway,B,2026-03-10 07:04,standard,2026-03-10 15:04,completed,16,29,2026-03-10 07:33,APT-000753,WKR-046,
TSK-0002651,QC,A,2026-03-10 06:58,economy,2026-03-11 06:58,pending,17,150,,APT-000753,WKR-029,
TSK-0002652,putaway,B,2026-03-10 06:41,economy,2026-03-11 06:41,completed,4,29,2026-03-10 07:10,APT-000753,WKR-043,
