shipment_id,appointment_id,date,carrier_id,status,arrival_delay_mins,wait_time_mins,actual_unload_duration_mins,pallet_count
SHP-000658,APT-000658,2026-03-05,CAR-025,completed,2.5,21.0,72.8,43
SHP-000659,APT-000659,2026-03-05,CAR-012,completed,13.5,19.8,34.5,5
SHP-000660,APT-000660,2026-03-05,CAR-012,completed,28.1,19.3,43.5,12
SHP-000661,APT-000661,2026-03-05,CAR-012,completed,0,13.9,32.9,3
SHP-000662,APT-000662,2026-03-05,CAR-009,completed,7.3,13.5,105.1,39
SHP-000663,APT-000663,2026-03-05,CAR-012,completed,45.9,12.8,61.7,24
SHP-000664,APT-000664,2026-03-05,CAR-019,completed,5.1,8.0,38.1,3
SHP-000665,APT-000665,2026-03-05,CAR-004,completed,4.0,13.7,48.9,15
SHP-000666,APT-000666,2026-03-05,CAR-009,completed,7.9,5.4,41.1,4
SHP-000667,APT-000667,2026-03-05,CAR-007,completed,0,20.1,34.9,22
SHP-000668,APT-000668,2026-03-05,CAR-029,completed,35.3,12.2,64.8,46
SHP-000669,APT-000669,2026-03-05,CAR-014,completed,32.9,16.1,27.4,1
SHP-000670,APT-000670,2026-03-05,CAR-025,completed,42.8,12.7,105.8,43
SHP-000671,APT-000671,2026-03-05,CAR-027,completed,25.7,22.5,39.1,10
SHP-000672,APT-000672,2026-03-05,CAR-004,completed,0.8,14.5,46.8,22
SHP-000673,APT-000673,2026-03-06,CAR-008,completed,0,17.8,57.6,35
SHP-000674,APT-000674,2026-03-06,CAR-020,completed,0,13.4,42.3,19
SHP-000675,APT-000675,2026-03-06,CAR-016,completed,0,5.7,18.5,1
SHP-000676,APT-000676,2026-03-06,CAR-026,completed,17.4,9.3,30.5,10
SHP-000677,APT-000677,2026-03-06,CAR-017,completed,17.4,8.0,39.9,4
SHP-000678,APT-000678,2026-03-06,CAR-014,completed,31.3,22.4,55.4,21
SHP-000679,APT-000679,2026-03-06,CAR-004,completed,5.0,3.8,21.7,9
SHP-000680,APT-000680,2026-03-06,CAR-030,completed,48.8,20.7,26.8,5
SHP-000681,APT-000681,2026-03-06,CAR-004,completed,0,16.9,28.7,10
SHP-000682,APT-000682,2026-03-06,CAR-026,completed,26.7,15.2,40.7,23
SHP-000683,APT-000683,2026-03-06,CAR-004,completed,0.2,2.8,94.5,47
SHP-000684,APT-000684,2026-03-06,CAR-012,no_show,0,0,0,5
SHP-000685,APT-000685,2026-03-06,CAR-024,completed,12.3,19.9,26.2,10
SHP-000686,APT-000686,2026-03-06,CAR-023,completed,76.5,36.3,29.2,4
SHP-000687,APT-000687,2026-03-06,CAR-028,completed,55.1,26.5,62.9,26
SHP-000688,APT-000688,2026-03-06,CAR-012,completed,0,18.9,94.3,47
SHP-000689,APT-000689,2026-03-06,CAR-025,completed,36.1,26.1,25.1,1
SHP-000690,APT-000690,2026-03-06,CAR-018,completed,9.9,23.0,51.5,12
SHP-000691,APT-000691,2026-03-06,CAR-026,no_show,0,0,0,14
SHP-000692,APT-000692,2026-03-06,CAR-009,completed,4.4,20.2,48.8,31
SHP-000693,APT-000693,2026-03-06,CAR-014,completed,0,20.7,53.4,25
SHP-000694,APT-000694,2026-03-06,CAR-027,no_show,0,0,0,8
SHP-000695,APT-000695,2026-03-06,CAR-024,completed,21.2,21.7,23.9,5
SHP-000696,APT-000696,2026-03-06,CAR-002,completed,0,7.1,70.3,19
SHP-000697,APT-000697,2026-03-07,CAR-025,completed,0,12.3,39.0,25
SHP-000698,APT-000698,2026-03-07,CAR-021,no_show,0,0,0,21
SHP-000699,APT-000699,2026-03-07,CAR-030,completed,21.5,20.8,73.8,15
SHP-000700,APT-000700,2026-03-07,CAR-008,completed,4.3,6.7,48.8,19
SHP-000701,APT-000701,2026-03-07,CAR-026,completed,17.9,9.7,45.9,13
SHP-000702,APT-000702,2026-03-07,CAR-007,completed,0.9,9.1,39.5,2
SHP-000703,APT-000703,2026-03-07,CAR-022,completed,13.7,11.8,25.5,9
SHP-000704,APT-000704,2026-03-07,CAR-011,completed,11.3,16.2,36.5,10
SHP-000705,APT-000705,2026-03-07,CAR-019,no_show,0,0,0,6
SHP-000706,APT-000706,2026-03-07,CAR-019,completed,13.8,24.5,53.3,52
SHP-000707,APT-000707,2026-03-07,CAR-026,completed,21.0,19.5,38.3,26
SHP-000708,APT-000708,2026-03-07,CAR-029,completed,39.2,15.2,26.6,2
SHP-000709,APT-000709,2026-03-07,CAR-019,completed,8.5,17.7,55.2,19
SHP-000710,APT-000710,2026-03-08,CAR-007,completed,0,15.9,75.1,16
SHP-000711,APT-000711,2026-03-08,CAR-014,completed,0,20.5,31.5,4
SHP-000712,APT-000712,2026-03-08,CAR-021,completed,0,17.4,108.5,38
SHP-000713,APT-000713,2026-03-08,CAR-015,completed,32.8,17.6,67.3,50
SHP-000714,APT-000714,2026-03-08,CAR-028,completed,24.6,8.2,60.1,47
SHP-000715,APT-000715,2026-03-08,CAR-028,completed,65.7,29.9,66.9,43
SHP-000716,APT-000716,2026-03-08,CAR-001,completed,2.5,17.3,51.0,13
SHP-000717,APT-000717,2026-03-08,CAR-021,completed,7.5,3.7,35.9,1
SHP-000718,APT-000718,2026-03-08,CAR-007,completed,0,10.8,35.7,9
SHP-000719,APT-000719,2026-03-09,CAR-003,completed,1.4,6.3,47.9,22
SHP-000720,APT-000720,2026-03-09,CAR-027,completed,37.0,14.0,45.9,1
SHP-000721,APT-000721,2026-03-09,CAR-028,completed,97.5,34.9,28.0,4
SHP-000722,APT-000722,2026-03-09,CAR-029,completed,0,8.0,48.8,20
SHP-000723,APT-000723,2026-03-09,CAR-018,completed,3.7,4.9,53.6,21
SHP-000724,APT-000724,2026-03-09,CAR-020,completed,1.5,10.0,47.1,23
SHP-000725,APT-000725,2026-03-09,CAR-018,completed,0.2,10.4,71.6,39
SHP-000726,APT-000726,2026-03-09,CAR-029,completed,11.5,5.9,22.7,6
SHP-000727,APT-000727,2026-03-09,CAR-019,completed,4.0,21.7,36.5,3
SHP-000728,APT-000728,2026-03-09,CAR-012,completed,14.3,14.9,43.0,8
SHP-000729,APT-000729,2026-03-09,CAR-018,completed,2.8,18.5,42.7,25
SHP-000730,APT-000730,2026-03-09,CAR-024,completed,29.2,26.1,29.9,6
SHP-000731,APT-000731,2026-03-09,CAR-009,completed,6.4,20.8,105.1,32
SHP-000732,APT-000732,2026-03-09,CAR-011,completed,10.5,23.6,66.1,51
SHP-000733,APT-000733,2026-03-09,CAR-013,completed,13.7,16.6,99.6,34
SHP-000734,APT-000734,2026-03-09,CAR-029,no_show,0,0,0,22
SHP-000735,APT-000735,2026-03-09,CAR-023,completed,0.5,3.2,21.6,5
SHP-000736,APT-000736,2026-03-09,CAR-027,completed,53.8,20.0,63.8,21
SHP-000737,APT-000737,2026-03-09,CAR-017,completed,2.8,15.2,43.8,7
SHP-000738,APT-000738,2026-03-09,CAR-003,completed,3.9,17.6,32.4,7
SHP-000739,APT-000739,2026-03-09,CAR-004,completed,0.3,15.9,41.8,7
SHP-000740,APT-000740,2026-03-09,CAR-002,completed,0,9.9,30.5,9
SHP-000741,APT-000741,2026-03-10,CAR-020,completed,5.2,17.7,37.9,8
SHP-000742,APT-000742,2026-03-10,CAR-016,completed,12.6,15.6,46.9,21
SHP-000743,APT-000743,2026-03-10,CAR-029,completed,73.1,21.0,54.3,15
SHP-000744,APT-000744,2026-03-10,CAR-014,completed,7.7,13.9,35.7,5
SHP-000745,APT-000745,2026-03-10,CAR-024,completed,24.0,13.4,46.0,21
SHP-000746,APT-000746,2026-03-10,CAR-011,completed,32.6,17.2,70.6,36
SHP-000747,APT-000747,2026-03-10,CAR-001,completed,0,7.1,57.3,43
SHP-000748,APT-000748,2026-03-10,CAR-021,completed,21.0,23.6,22.9,3
SHP-000749,APT-000749,2026-03-10,CAR-027,completed,15.4,19.5,70.3,20
SHP-000750,APT-000750,2026-03-10,CAR-020,completed,3.8,9.9,31.1,5
SHP-000751,APT-000751,2026-03-10,CAR-013,completed,13.3,16.3,24.0,5
SHP-000752,APT-000752,2026-03-10,CAR-009,completed,0.5,17.0,88.6,40
SHP-000753,APT-000753,2026-03-10,CAR-019,completed,4.1,9.1,35.5,14
SHP-000754,APT-000754,2026-03-10,CAR-015,completed,8.9,15.2,31.2,4
SHP-000755,APT-000755,2026-03-10,CAR-016,completed,13.7,18.8,92.9,49
SHP-000756,APT-000756,2026-03-10,CAR-021,completed,0,4.3,66.9,30
SHP-000757,APT-000757,2026-03-10,CAR-001,completed,2.8,16.0,56.8,48
SHP-000758,APT-000758,2026-03-10,CAR-025,completed,32.1,13.7,41.8,1
SHP-000759,APT-000759,2026-03-10,CAR-010,completed,0,13.0,46.6,18
SHP-000760,APT-000760,2026-03-10,CAR-019,completed,9.9,17.2,36.4,12
SHP-000761,APT-000761,2026-03-10,CAR-002,completed,4.3,11.6,35.3,8
SHP-000762,APT-000762,2026-03-10,CAR-002,completed,7.1,19.9,24.4,2
SHP-000763,APT-000763,2026-03-10,CAR-017,completed,0,20.0,108.0,51
SHP-000764,APT-000764,2026-03-10,CAR-029,completed,7.1,4.4,55.0,15
SHP-000765,APT-000765,2026-03-10,CAR-026,completed,37.0,18.1,45.4,25
SHP-000766,APT-000766,2026-03-10,CAR-012,completed,0,13.1,61.1,16
SHP-000767,APT-000767,2026-03-10,CAR-005,completed,2.4,13.7,68.6,25
SHP-000768,APT-000768,2026-03-10,CAR-005,completed,0,14.6,83.0,45
SHP-000769,APT-000769,2026-03-10,CAR-002,completed,13.5,5.2,31.1,6
SHP-000770,APT-000770,2026-03-11,CAR-001,completed,0,19.3,23.4,2
SHP-000771,APT-000771,2026-03-11,CAR-014,completed,13.7,23.3,82.6,29
SHP-000772,APT-000772,2026-03-11,CAR-007,completed,3.2,14.2,69.5,38
SHP-000773,APT-000773,2026-03-11,CAR-007,completed,0,12.9,40.5,10
SHP-000774,APT-000774,2026-03-11,CAR-014,completed,0,7.4,88.8,36
SHP-000775,APT-000775,2026-03-11,CAR-014,completed,12.9,15.0,21.4,10
SHP-000776,APT-000776,2026-03-11,CAR-022,completed,3.0,13.0,45.0,5
SHP-000777,APT-000777,2026-03-11,CAR-014,completed,0,22.0,74.2,31
SHP-000778,APT-000778,2026-03-11,CAR-024,completed,14.3,19.1,30.5,2
SHP-000779,APT-000779,2026-03-11,CAR-010,completed,26.1,25.2,62.7,13
SHP-000780,APT-000780,2026-03-11,CAR-014,completed,11.8,19.7,79.7,30
SHP-000781,APT-000781,2026-03-11,CAR-022,completed,0,8.1,112.0,51
SHP-000782,APT-000782,2026-03-11,CAR-005,completed,1.3,19.3,103.7,50
SHP-000783,APT-000783,2026-03-11,CAR-009,no_show,0,0,0,50
SHP-000784,APT-000784,2026-03-11,CAR-010,completed,0,14.1,36.5,22
SHP-000785,APT-000785,2026-03-11,CAR-023,no_show,0,0,0,18
SHP-000786,APT-000786,2026-03-11,CAR-013,completed,16.9,10.3,62.5,52
SHP-000787,APT-000787,2026-03-11,CAR-005,completed,3.0,2.7,69.7,14
SHP-000788,APT-000788,2026-03-11,CAR-018,completed,6.4,15.3,40.1,1
SHP-000789,APT-000789,2026-03-11,CAR-023,completed,75.9,23.0,35.5,5
SHP-000790,APT-000790,2026-03-11,CAR-028,completed,0,21.0,47.9,11
SHP-000791,APT-000791,2026-03-11,CAR-011,completed,13.4,10.9,44.6,19
SHP-000792,APT-000792,2026-03-11,CAR-008,completed,14.1,20.3,26.7,1
SHP-000793,APT-000793,2026-03-11,CAR-016,completed,0,2.5,78.8,51
SHP-000794,APT-000794,2026-03-12,CAR-021,completed,0,18.6,99.0,36
SHP-000795,APT-000795,2026-03-12,CAR-003,completed,4.4,7.5,31.5,1
SHP-000796,APT-000796,2026-03-12,CAR-023,completed,52.3,20.9,119.8,36
SHP-000797,APT-000797,2026-03-12,CAR-003,completed,0,17.2,32.8,10
SHP-000798,APT-000798,2026-03-12,CAR-012,completed,29.3,23.0,79.0,33
SHP-000799,APT-000799,2026-03-12,CAR-029,completed,0,11.9,37.6,14
SHP-000800,APT-000800,2026-03-12,CAR-011,completed,6.0,14.4,31.0,19
SHP-000801,APT-000801,2026-03-12,CAR-022,completed,9.2,11.2,26.9,2
SHP-000802,APT-000802,2026-03-12,CAR-010,completed,33.5,24.3,44.7,14
SHP-000803,APT-000803,2026-03-12,CAR-024,completed,46.2,30.8,80.5,44
SHP-000804,APT-000804,2026-03-12,CAR-013,completed,7.3,20.7,30.2,17
SHP-000805,APT-000805,2026-03-12,CAR-023,completed,2.0,17.2,82.4,48
SHP-000806,APT-000806,2026-03-12,CAR-020,completed,6.4,12.8,29.9,23
SHP-000807,APT-000807,2026-03-12,CAR-012,completed,23.6,9.2,71.6,16
SHP-000808,APT-000808,2026-03-12,CAR-002,completed,2.6,4.6,44.0,6
SHP-000809,APT-000809,2026-03-12,CAR-017,completed,3.2,14.2,69.8,15
SHP-000810,APT-000810,2026-03-12,CAR-014,completed,8.5,7.3,90.6,33
SHP-000811,APT-000811,2026-03-12,CAR-017,completed,0,11.7,102.6,48
SHP-000812,APT-000812,2026-03-12,CAR-028,completed,44.0,16.6,44.9,19
SHP-000813,APT-000813,2026-03-12,CAR-025,completed,18.5,6.0,67.7,42
SHP-000814,APT-000814,2026-03-13,CAR-014,completed,7.6,6.6,48.2,26
SHP-000815,APT-000815,2026-03-13,CAR-002,completed,0,8.5,28.9,7
SHP-000816,APT-000816,2026-03-13,CAR-008,completed,0,20.9,49.8,45
SHP-000817,APT-000817,2026-03-13,CAR-024,completed,25.5,16.7,38.5,4
SHP-000818,APT-000818,2026-03-13,CAR-014,completed,0,10.1,62.7,21
SHP-000819,APT-000819,2026-03-13,CAR-008,completed,0,10.0,33.4,7
SHP-000820,APT-000820,2026-03-13,CAR-005,completed,0.3,19.3,117.5,28
SHP-000821,APT-000821,2026-03-13,CAR-007,completed,0.5,4.9,78.6,47
SHP-000822,APT-000822,2026-03-13,CAR-016,completed,6.4,20.9,57.2,32
SHP-000823,APT-000823,2026-03-13,CAR-009,completed,4.1,21.7,59.8,26
SHP-000824,APT-000824,2026-03-13,CAR-012,completed,0,9.2,42.8,10
SHP-000825,APT-000825,2026-03-13,CAR-023,completed,8.1,5.8,36.6,3
SHP-000826,APT-000826,2026-03-13,CAR-016,completed,6.8,7.5,80.6,52
SHP-000827,APT-000827,2026-03-13,CAR-011,completed,11.4,15.2,73.9,11
SHP-000828,APT-000828,2026-03-13,CAR-015,completed,17.2,7.6,63.4,26
SHP-000829,APT-000829,2026-03-13,CAR-025,completed,6.3,4.3,79.0,26
SHP-000830,APT-000830,2026-03-13,CAR-006,completed,0,11.8,59.2,32
SHP-000831,APT-000831,2026-03-13,CAR-021,completed,15.7,15.6,97.9,27
SHP-000832,APT-000832,2026-03-13,CAR-009,completed,5.6,9.9,35.7,2
SHP-000833,APT-000833,2026-03-13,CAR-012,completed,17.6,20.9,38.3,8
SHP-000834,APT-000834,2026-03-13,CAR-021,completed,4.3,2.9,69.8,27
SHP-000835,APT-000835,2026-03-13,CAR-029,completed,54.9,27.0,32.2,3
SHP-000836,APT-000836,2026-03-13,CAR-019,completed,3.7,4.4,38.5,4
SHP-000837,APT-000837,2026-03-13,CAR-030,no_show,0,0,0,26
SHP-000838,APT-000838,2026-03-13,CAR-001,completed,0,2.7,20.2,3
SHP-000839,APT-000839,2026-03-13,CAR-004,completed,4.4,22.5,38.4,23
SHP-000840,APT-000840,2026-03-13,CAR-019,completed,5.9,6.6,67.7,14
SHP-000841,APT-000841,2026-03-14,CAR-022,completed,3.9,5.7,85.1,36
SHP-000842,APT-000842,2026-03-14,CAR-014,completed,14.5,8.6,54.7,52
SHP-000843,APT-000843,2026-03-14,CAR-017,completed,4.4,7.0,48.0,21
SHP-000844,APT-000844,2026-03-14,CAR-020,completed,4.2,21.1,37.7,19
SHP-000845,APT-000845,2026-03-14,CAR-030,completed,2.1,12.5,21.5,2
SHP-000846,APT-000846,2026-03-14,CAR-003,completed,0,13.5,41.7,4
SHP-000847,APT-000847,2026-03-14,CAR-021,completed,6.2,16.3,85.4,39
SHP-000848,APT-000848,2026-03-14,CAR-015,no_show,0,0,0,46
SHP-000849,APT-000849,2026-03-14,CAR-013,completed,0,9.3,111.0,29
SHP-000850,APT-000850,2026-03-14,CAR-023,completed,29.7,16.8,62.1,26
SHP-000851,APT-000851,2026-03-14,CAR-023,completed,0,6.7,54.9,12
SHP-000852,APT-000852,2026-03-14,CAR-003,completed,9.6,6.0,25.2,9
SHP-000853,APT-000853,2026-03-14,CAR-002,completed,0.7,9.7,44.1,12
SHP-000854,APT-000854,2026-03-14,CAR-021,completed,2.7,22.2,33.5,2
SHP-000855,APT-000855,2026-03-14,CAR-019,completed,12.3,7.7,56.7,13
SHP-000856,APT-000856,2026-03-15,CAR-027,completed,81.1,31.8,33.7,8
SHP-000857,APT-000857,2026-03-15,CAR-002,completed,1.3,7.8,120.8,45
SHP-000858,APT-000858,2026-03-15,CAR-020,completed,11.9,6.2,43.6,18
SHP-000859,APT-000859,2026-03-15,CAR-006,completed,0,15.7,26.4,3
SHP-000860,APT-000860,2026-03-15,CAR-008,completed,2.1,16.8,24.5,4
SHP-000861,APT-000861,2026-03-15,CAR-006,completed,1.8,6.7,59.8,24
SHP-000862,APT-000862,2026-03-15,CAR-006,completed,4.4,15.5,41.2,24
SHP-000863,APT-000863,2026-03-15,CAR-018,completed,4.9,22.4,98.0,32
SHP-000864,APT-000864,2026-03-15,CAR-001,completed,0,6.5,77.3,51
SHP-000865,APT-000865,2026-03-16,CAR-028,completed,44.4,25.7,70.5,20
SHP-000866,APT-000866,2026-03-16,CAR-019,completed,3.7,4.3,22.4,6
SHP-000867,APT-000867,2026-03-16,CAR-010,completed,0,7.0,52.3,11
SHP-000868,APT-000868,2026-03-16,CAR-012,completed,33.1,25.9,112.6,42
SHP-000869,APT-000869,2026-03-16,CAR-013,completed,13.3,9.4,51.0,12
SHP-000870,APT-000870,2026-03-16,CAR-003,completed,6.6,19.6,25.2,7
SHP-000871,APT-000871,2026-03-16,CAR-016,completed,4.1,22.5,66.1,47
SHP-000872,APT-000872,2026-03-16,CAR-024,completed,22.3,8.2,41.1,4
SHP-000873,APT-000873,2026-03-16,CAR-003,no_show,0,0,0,14
SHP-000874,APT-000874,2026-03-16,CAR-012,completed,2.1,14.7,54.7,22
SHP-000875,APT-000875,2026-03-16,CAR-014,completed,3.8,5.6,73.4,49
SHP-000876,APT-000876,2026-03-16,CAR-011,completed,2.1,9.2,42.4,10
SHP-000877,APT-000877,2026-03-16,CAR-018,completed,0,17.6,25.8,9
SHP-000878,APT-000878,2026-03-16,CAR-008,completed,11.0,9.3,87.2,35
SHP-000879,APT-000879,2026-03-16,CAR-003,completed,2.3,16.2,51.2,20
SHP-000880,APT-000880,2026-03-16,CAR-003,completed,4.1,10.2,37.8,8
SHP-000881,APT-000881,2026-03-16,CAR-016,completed,3.3,4.6,46.8,22
SHP-000882,APT-000882,2026-03-16,CAR-029,completed,12.0,7.7,73.1,35
SHP-000883,APT-000883,2026-03-16,CAR-009,completed,19.1,13.7,24.9,1
SHP-000884,APT-000884,2026-03-16,CAR-027,completed,101.2,38.5,23.3,6
SHP-000885,APT-000885,2026-03-16,CAR-025,completed,18.2,25.2,29.5,9
SHP-000886,APT-000886,2026-03-17,CAR-020,completed,0.3,13.5,32.0,9
SHP-000887,APT-000887,2026-03-17,CAR-024,completed,40.9,14.8,25.7,8
SHP-000888,APT-000888,2026-03-17,CAR-008,completed,3.2,3.3,109.8,38
SHP-000889,APT-000889,2026-03-17,CAR-029,completed,5.1,8.6,78.6,41
SHP-000890,APT-000890,2026-03-17,CAR-008,completed,7.2,23.4,49.6,11
SHP-000891,APT-000891,2026-03-17,CAR-017,completed,1.1,9.0,29.3,5
SHP-000892,APT-000892,2026-03-17,CAR-028,no_show,0,0,0,10
SHP-000893,APT-000893,2026-03-17,CAR-026,completed,46.4,12.1,68.0,20
SHP-000894,APT-000894,2026-03-17,CAR-030,completed,16.7,14.5,58.4,31
SHP-000895,APT-000895,2026-03-17,CAR-019,completed,0,11.1,22.7,2
SHP-000896,APT-000896,2026-03-17,CAR-017,completed,1.6,5.5,41.6,24
SHP-000897,APT-000897,2026-03-17,CAR-025,completed,38.0,14.1,24.8,1
SHP-000898,APT-000898,2026-03-17,CAR-014,completed,21.0,19.0,66.4,20
SHP-000899,APT-000899,2026-03-17,CAR-026,completed,22.6,7.8,84.7,31
SHP-000900,APT-000900,2026-03-17,CAR-001,completed,0,7.6,116.1,30
SHP-000901,APT-000901,2026-03-17,CAR-004,completed,0.8,4.6,78.3,42
SHP-000902,APT-000902,2026-03-17,CAR-016,completed,2.4,15.6,19.5,3
SHP-000903,APT-000903,2026-03-17,CAR-008,completed,0,2.2,53.9,42
SHP-000904,APT-000904,2026-03-17,CAR-006,completed,6.9,13.8,32.0,8
SHP-000905,APT-000905,2026-03-17,CAR-010,completed,0,14.1,116.8,34
SHP-000906,APT-000906,2026-03-17,CAR-001,completed,0,15.4,34.1,10
SHP-000907,APT-000907,2026-03-17,CAR-004,completed,2.4,13.3,60.9,19
SHP-000908,APT-000908,2026-03-17,CAR-005,completed,3.8,20.5,28.5,7
SHP-000909,APT-000909,2026-03-17,CAR-027,completed,14.4,12.2,53.2,17
SHP-000910,APT-000910,2026-03-17,CAR-030,completed,30.9,14.1,77.7,13
SHP-000911,APT-000911,2026-03-17,CAR-029,completed,78.3,33.5,40.1,15
SHP-000912,APT-000912,2026-03-17,CAR-009,completed,8.7,6.3,36.2,9
SHP-000913,APT-000913,2026-03-18,CAR-026,completed,30.6,15.9,86.0,40
SHP-000914,APT-000914,2026-03-18,CAR-028,completed,43.0,28.3,32.1,6
SHP-000915,APT-000915,2026-03-18,CAR-023,no_show,0,0,0,7
SHP-000916,APT-000916,2026-03-18,CAR-030,completed,33.2,12.2,72.0,26
SHP-000917,APT-000917,2026-03-18,CAR-010,completed,0,15.2,29.5,9
SHP-000918,APT-000918,2026-03-18,CAR-017,completed,3.0,19.3,73.4,26
SHP-000919,APT-000919,2026-03-18,CAR-011,completed,3.1,11.5,101.6,36
SHP-000920,APT-000920,2026-03-18,CAR-025,no_show,0,0,0,4
SHP-000921,APT-000921,2026-03-18,CAR-007,completed,0,11.7,39.3,25
SHP-000922,APT-000922,2026-03-18,CAR-025,completed,17.4,12.1,96.9,33
SHP-000923,APT-000923,2026-03-18,CAR-018,completed,3.2,4.2,22.6,1
SHP-000924,APT-000924,2026-03-18,CAR-025,completed,9.7,15.8,85.4,48
SHP-000925,APT-000925,2026-03-18,CAR-005,completed,0,15.7,52.7,22
SHP-000926,APT-000926,2026-03-18,CAR-017,completed,15.7,8.5,65.1,40
SHP-000927,APT-000927,2026-03-18,CAR-030,completed,46.2,20.1,41.4,9
SHP-000928,APT-000928,2026-03-18,CAR-011,completed,0,4.3,31.3,9
SHP-000929,APT-000929,2026-03-18,CAR-003,completed,1.3,8.7,32.8,7
SHP-000930,APT-000930,2026-03-18,CAR-003,completed,7.2,18.3,84.1,46
SHP-000931,APT-000931,2026-03-18,CAR-014,completed,29.2,18.5,37.2,8
SHP-000932,APT-000932,2026-03-18,CAR-026,completed,14.6,5.8,65.3,46
SHP-000933,APT-000933,2026-03-18,CAR-001,completed,3.6,9.4,32.1,2
SHP-000934,APT-000934,2026-03-18,CAR-009,completed,11.1,19.8,90.8,52
SHP-000935,APT-000935,2026-03-18,CAR-023,completed,21.4,12.3,66.9,40
SHP-000936,APT-000936,2026-03-18,CAR-011,completed,20.8,9.9,49.8,15
SHP-000937,APT-000937,2026-03-18,CAR-001,completed,0,17.1,55.8,37
SHP-000938,APT-000938,2026-03-18,CAR-030,completed,0,15.1,33.1,9
SHP-000939,APT-000939,2026-03-18,CAR-015,completed,19.7,12.6,60.9,15
SHP-000940,APT-000940,2026-03-18,CAR-030,completed,27.1,27.0,55.9,49
SHP-000941,APT-000941,2026-03-18,CAR-004,completed,0.6,17.6,62.8,16
SHP-000942,APT-000942,2026-03-18,CAR-005,completed,1.4,5.6,66.4,23
SHP-000943,APT-000943,2026-03-19,CAR-020,completed,0.9,13.0,82.7,31
SHP-000944,APT-000944,2026-03-19,CAR-018,completed,10.2,7.9,67.0,34
SHP-000945,APT-000945,2026-03-19,CAR-008,completed,0.8,12.9,27.9,8
SHP-000946,APT-000946,2026-03-19,CAR-015,completed,18.1,14.5,49.8,23
SHP-000947,APT-000947,2026-03-19,CAR-020,completed,0,14.0,23.8,6
SHP-000948,APT-000948,2026-03-19,CAR-016,completed,1.7,13.8,87.9,35
SHP-000949,APT-000949,2026-03-19,CAR-018,completed,16.2,15.6,71.5,28
SHP-000950,APT-000950,2026-03-19,CAR-003,completed,0,7.1,71.4,15
SHP-000951,APT-000951,2026-03-19,CAR-013,completed,21.0,13.8,70.3,45
SHP-000952,APT-000952,2026-03-19,CAR-017,completed,8.1,5.0,37.2,5
SHP-000953,APT-000953,2026-03-19,CAR-030,completed,14.7,12.0,41.1,3
SHP-000954,APT-000954,2026-03-19,CAR-017,completed,0,12.1,65.7,12
SHP-000955,APT-000955,2026-03-19,CAR-026,completed,27.3,20.2,59.1,37
SHP-000956,APT-000956,2026-03-19,CAR-007,completed,0.6,18.3,41.7,22
SHP-000957,APT-000957,2026-03-19,CAR-029,completed,52.3,21.1,69.9,33
SHP-000958,APT-000958,2026-03-19,CAR-006,completed,0,15.2,67.5,45
SHP-000959,APT-000959,2026-03-19,CAR-015,completed,10.9,11.9,53.2,35
SHP-000960,APT-000960,2026-03-19,CAR-026,completed,32.7,12.9,49.7,17
SHP-000961,APT-000961,2026-03-19,CAR-021,completed,14.7,15.3,34.3,1
SHP-000962,APT-000962,2026-03-19,CAR-024,completed,31.7,12.8,92.0,50
SHP-000963,APT-000963,2026-03-19,CAR-014,completed,1.8,9.6,30.2,1
SHP-000964,APT-000964,2026-03-19,CAR-002,completed,0.5,21.2,58.9,28
SHP-000965,APT-000965,2026-03-20,CAR-023,completed,59.4,16.1,65.6,37
SHP-000966,APT-000966,2026-03-20,CAR-001,completed,0,10.1,61.3,24
SHP-000967,APT-000967,2026-03-20,CAR-013,completed,17.3,19.4,44.6,4
SHP-000968,APT-000968,2026-03-20,CAR-001,completed,0.9,15.2,64.3,24
SHP-000969,APT-000969,2026-03-20,CAR-021,completed,0,13.1,22.5,9
SHP-000970,APT-000970,2026-03-20,CAR-023,completed,113.5,36.0,42.4,19
SHP-000971,APT-000971,2026-03-20,CAR-004,completed,0,14.4,61.4,20
SHP-000972,APT-000972,2026-03-20,CAR-029,completed,29.6,19.1,58.7,49
SHP-000973,APT-000973,2026-03-20,CAR-022,completed,1.3,18.8,18.3,7
SHP-000974,APT-000974,2026-03-20,CAR-013,completed,11.7,17.1,27.0,6
SHP-000975,APT-000975,2026-03-20,CAR-020,completed,4.3,16.6,62.2,23
SHP-000976,APT-000976,2026-03-20,CAR-019,completed,18.8,18.4,48.3,28
SHP-000977,APT-000977,2026-03-20,CAR-010,completed,15.1,14.5,50.9,19
SHP-000978,APT-000978,2026-03-20,CAR-006,completed,0,12.1,69.2,17
SHP-000979,APT-000979,2026-03-20,CAR-027,completed,17.9,24.5,59.5,33
SHP-000980,APT-000980,2026-03-20,CAR-021,completed,9.7,5.6,27.2,8
SHP-000981,APT-000981,2026-03-20,CAR-018,completed,17.1,18.4,41.3,4
SHP-000982,APT-000982,2026-03-20,CAR-004,completed,2.3,21.9,70.2,24
SHP-000983,APT-000983,2026-03-20,CAR-013,completed,26.8,22.6,85.4,38
SHP-000984,APT-000984,2026-03-20,CAR-001,no_show,0,0,0,18
SHP-000985,APT-000985,2026-03-20,CAR-004,completed,2.9,13.6,38.7,7
SHP-000986,APT-000986,2026-03-21,CAR-018,completed,5.4,20.7,37.0,5
